aflrun_seed_10/default/pacfix.log:[valuation] [dry-run] [val default/memory/neg/id:000001] [file /home/yuntong/vulnfix/data/libtiff/cve_2016_5321/aflrun_seed_10/default/queue/id:000000,time:0,execs:0,orig:exploit] [time 147]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000032] [file memory/input/pos_000032_src:000576,time:3805469,execs:231427,op:run-havoc,rep:4] [time 3805474]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000033] [file memory/input/pos_000033_src:000576,time:3807429,execs:231571,op:run-havoc,rep:4] [time 3807435]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000034] [file memory/input/pos_000034_src:000576,time:3807520,execs:231572,op:run-havoc,rep:4] [time 3807520]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000035] [file memory/input/pos_000035_src:000576,time:3809474,execs:231678,op:run-havoc,rep:4] [time 3809474]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000036] [file memory/input/pos_000036_src:000576,time:3810043,execs:231679,op:run-havoc,rep:4] [time 3810044]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000037] [file memory/input/pos_000037_src:000576,time:3816106,execs:231831,op:run-havoc,rep:2] [time 3816106]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000038] [file memory/input/pos_000038_src:000576,time:3818208,execs:231895,op:run-havoc,rep:2] [time 3818208]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000039] [file memory/input/pos_000039_src:000576,time:3818409,execs:231916,op:run-havoc,rep:2] [time 3818409]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000040] [file memory/input/pos_000040_src:000576,time:3818832,execs:231959,op:run-havoc,rep:8] [time 3818832]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000041] [file memory/input/pos_000041_src:000576,time:3819112,execs:231991,op:run-havoc,rep:2] [time 3819112]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000042] [file memory/input/pos_000042_src:000576,time:3821337,execs:232077,op:run-havoc,rep:2] [time 3821337]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000043] [file memory/input/pos_000043_src:000576,time:3821806,execs:232129,op:run-havoc,rep:2] [time 3821806]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000044] [file memory/input/pos_000044_src:000576,time:3828380,execs:232217,op:run-havoc,rep:2] [time 3828385]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000045] [file memory/input/pos_000045_src:000576,time:3830093,execs:232370,op:run-havoc,rep:4] [time 3830093]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000046] [file memory/input/pos_000046_src:000576,time:3830324,execs:232400,op:run-havoc,rep:2] [time 3830324]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000047] [file memory/input/pos_000047_src:000576,time:3831119,execs:232456,op:run-havoc,rep:2] [time 3831120]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000048] [file memory/input/pos_000048_src:000576,time:3832173,execs:232519,op:run-havoc,rep:2] [time 3832173]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000049] [file memory/input/pos_000049_src:000576,time:3833560,execs:232527,op:run-havoc,rep:8] [time 3833560]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000050] [file memory/input/pos_000050_src:000576,time:3833656,execs:232533,op:run-havoc,rep:4] [time 3833656]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000051] [file memory/input/pos_000051_src:000576,time:3838284,execs:232605,op:run-havoc,rep:4] [time 3838284]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000052] [file memory/input/pos_000052_src:000576,time:3839006,execs:232624,op:run-havoc,rep:2] [time 3839006]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000053] [file memory/input/pos_000053_src:000576,time:3839593,execs:232667,op:run-havoc,rep:2] [time 3839593]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000054] [file memory/input/pos_000054_src:000576,time:3843290,execs:232789,op:run-havoc,rep:2] [time 3843290]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000055] [file memory/input/pos_000055_src:000576,time:3844603,execs:232906,op:run-havoc,rep:2] [time 3844608]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000056] [file memory/input/pos_000056_src:000576,time:3844987,execs:232930,op:run-havoc,rep:2] [time 3844990]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000057] [file memory/input/pos_000057_src:000576,time:3845579,execs:232980,op:run-havoc,rep:2] [time 3845579]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000058] [file memory/input/pos_000058_src:000576,time:3846725,execs:233034,op:run-havoc,rep:8] [time 3846725]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000059] [file memory/input/pos_000059_src:000576,time:3846975,execs:233035,op:run-havoc,rep:8] [time 3846975]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000060] [file memory/input/pos_000060_src:000576,time:3851257,execs:233154,op:run-havoc,rep:2] [time 3851259]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000061] [file memory/input/pos_000061_src:000576,time:3852427,execs:233216,op:run-havoc,rep:8] [time 3852427]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000062] [file memory/input/pos_000062_src:000576,time:3865426,execs:233407,op:run-havoc,rep:8] [time 3865426]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000063] [file memory/input/pos_000063_src:000576,time:3866867,execs:233490,op:run-havoc,rep:4] [time 3866868]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000064] [file memory/input/pos_000064_src:000576+000077,time:3876070,execs:234678,op:run-splice,rep:4] [time 3876070]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000065] [file memory/input/pos_000065_src:000576+000077,time:3886762,execs:234805,op:run-splice,rep:16] [time 3886762]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000066] [file memory/input/pos_000066_src:000576+000077,time:3890264,execs:234844,op:run-splice,rep:8] [time 3890266]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000067] [file memory/input/pos_000067_src:000576+000253,time:3911142,execs:235845,op:run-splice,rep:4] [time 3911142]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000068] [file memory/input/pos_000068_src:000576+000253,time:3911667,execs:235895,op:run-splice,rep:2] [time 3911667]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000069] [file memory/input/pos_000069_src:000576+000253,time:3912861,execs:235920,op:run-splice,rep:2] [time 3912865]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000070] [file memory/input/pos_000070_src:000576+000253,time:3917016,execs:236054,op:run-splice,rep:2] [time 3917016]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000071] [file memory/input/pos_000071_src:000576+000253,time:3919288,execs:236097,op:run-splice,rep:4] [time 3919288]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000072] [file memory/input/pos_000072_src:000576+000253,time:3919353,execs:236098,op:run-splice,rep:2] [time 3919353]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000073] [file memory/input/pos_000073_src:000576+000253,time:3921068,execs:236142,op:run-splice,rep:2] [time 3921068]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000074] [file memory/input/pos_000074_src:000576+000253,time:3925263,execs:236202,op:run-splice,rep:4] [time 3925263]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000075] [file memory/input/pos_000075_src:000576+000253,time:3925359,execs:236208,op:run-splice,rep:4] [time 3925359]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000076] [file memory/input/pos_000076_src:000576+000253,time:3925439,execs:236210,op:run-splice,rep:2] [time 3925439]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000077] [file memory/input/pos_000077_src:000576+000253,time:3925614,execs:236222,op:run-splice,rep:2] [time 3925614]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000078] [file memory/input/pos_000078_src:000576+000020,time:3972685,execs:239038,op:run-splice,rep:4] [time 3972685]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000079] [file memory/input/pos_000079_src:000576+000020,time:3973223,execs:239123,op:run-splice,rep:2] [time 3973223]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000080] [file memory/input/pos_000080_src:000643,time:3980697,execs:239962,op:run-havoc,rep:4] [time 3980697]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000081] [file memory/input/pos_000081_src:000643,time:3981009,execs:239970,op:run-havoc,rep:2] [time 3981009]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000082] [file memory/input/pos_000082_src:000643,time:3983599,execs:240112,op:run-havoc,rep:4] [time 3983599]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000083] [file memory/input/pos_000083_src:000643,time:3983900,execs:240121,op:run-havoc,rep:2] [time 3983900]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000084] [file memory/input/pos_000084_src:000643,time:3985889,execs:240201,op:run-havoc,rep:4] [time 3985889]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000085] [file memory/input/pos_000085_src:000643,time:3986228,execs:240224,op:run-havoc,rep:4] [time 3986229]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000086] [file memory/input/pos_000086_src:000643,time:3986642,execs:240244,op:run-havoc,rep:2] [time 3986643]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000087] [file memory/input/pos_000087_src:000643,time:3991762,execs:240362,op:run-havoc,rep:8] [time 3991762]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000088] [file memory/input/pos_000088_src:000643,time:3993962,execs:240511,op:run-havoc,rep:2] [time 3993962]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000089] [file memory/input/pos_000089_src:000643,time:3996232,execs:240607,op:run-havoc,rep:2] [time 3996232]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000090] [file memory/input/pos_000090_src:000643,time:3999048,execs:240732,op:run-havoc,rep:4] [time 3999048]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000091] [file memory/input/pos_000091_src:000643,time:4000589,execs:240780,op:run-havoc,rep:2] [time 4000589]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000092] [file memory/input/pos_000092_src:000643,time:4003110,execs:240948,op:run-havoc,rep:4] [time 4003110]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000093] [file memory/input/pos_000093_src:000643,time:4004292,execs:240990,op:run-havoc,rep:4] [time 4004292]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000094] [file memory/input/pos_000094_src:000643,time:4006550,execs:241095,op:run-havoc,rep:8] [time 4006550]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000095] [file memory/input/pos_000095_src:000643,time:4011708,execs:241226,op:run-havoc,rep:2] [time 4011708]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000096] [file memory/input/pos_000096_src:000643,time:4015263,execs:241312,op:run-havoc,rep:8] [time 4015263]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000097] [file memory/input/pos_000097_src:000643,time:4017321,execs:241372,op:run-havoc,rep:4] [time 4017321]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000098] [file memory/input/pos_000098_src:000643,time:4017796,execs:241384,op:run-havoc,rep:2] [time 4017796]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000099] [file memory/input/pos_000099_src:000643,time:4018891,execs:241447,op:run-havoc,rep:2] [time 4018893]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000100] [file memory/input/pos_000100_src:000643,time:4019359,execs:241471,op:run-havoc,rep:2] [time 4019359]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000101] [file memory/input/pos_000101_src:000643,time:4019579,execs:241480,op:run-havoc,rep:2] [time 4019581]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000102] [file memory/input/pos_000102_src:000643,time:4022917,execs:241582,op:run-havoc,rep:2] [time 4022917]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000103] [file memory/input/pos_000103_src:000643,time:4023603,execs:241608,op:run-havoc,rep:2] [time 4023603]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000104] [file memory/input/pos_000104_src:000643,time:4024858,execs:241657,op:run-havoc,rep:8] [time 4024858]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000105] [file memory/input/pos_000105_src:000643,time:4026962,execs:241759,op:run-havoc,rep:2] [time 4026962]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000106] [file memory/input/pos_000106_src:000643,time:4031048,execs:241934,op:run-havoc,rep:4] [time 4031048]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000107] [file memory/input/pos_000107_src:000643,time:4036779,execs:242026,op:run-havoc,rep:2] [time 4036779]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000108] [file memory/input/pos_000108_src:000643+000066,time:4058093,execs:243269,op:run-splice,rep:16] [time 4058099]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000109] [file memory/input/pos_000109_src:000643+000440,time:4154439,execs:243744,op:run-splice,rep:16] [time 4154439]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000110] [file memory/input/pos_000110_src:000643+000404,time:4160721,execs:244032,op:run-splice,rep:2] [time 4160721]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000111] [file memory/input/pos_000111_src:000643+000404,time:4161478,execs:244057,op:run-splice,rep:2] [time 4161494]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000112] [file memory/input/pos_000112_src:000643+000404,time:4163803,execs:244172,op:run-splice,rep:2] [time 4163803]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000113] [file memory/input/pos_000113_src:000643+000175,time:4166967,execs:244491,op:run-splice,rep:16] [time 4166967]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000114] [file memory/input/pos_000114_src:000643+000056,time:4318744,execs:244785,op:run-splice,rep:16] [time 4318744]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000115] [file memory/input/pos_000115_src:000658,time:4423091,execs:246679,op:run-havoc,rep:4] [time 4423091]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000116] [file memory/input/pos_000116_src:000658,time:4423624,execs:246711,op:run-havoc,rep:4] [time 4423624]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000117] [file memory/input/pos_000117_src:000658+000374,time:4425757,execs:246889,op:run-splice,rep:8] [time 4425757]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000118] [file memory/input/pos_000118_src:000638+000241,time:4429779,execs:247227,op:run-splice,rep:8] [time 4429780]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000119] [file memory/input/pos_000119_src:000638+000422,time:4434252,execs:247338,op:run-splice,rep:2] [time 4434252]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000120] [file memory/input/pos_000120_src:000638+000422,time:4435400,execs:247342,op:run-splice,rep:4] [time 4435400]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000121] [file memory/input/pos_000121_src:000661,time:4441795,execs:247546,op:run-havoc,rep:2] [time 4441795]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000122] [file memory/input/pos_000122_src:000661,time:4442643,execs:247566,op:run-havoc,rep:4] [time 4442643]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000123] [file memory/input/pos_000123_src:000661+000344,time:4446311,execs:247612,op:run-splice,rep:2] [time 4446311]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000124] [file memory/input/pos_000124_src:000661+000344,time:4446911,execs:247613,op:run-splice,rep:2] [time 4446911]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000125] [file memory/input/pos_000125_src:000597,time:4449370,execs:247950,op:run-havoc,rep:4] [time 4449370]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000126] [file memory/input/pos_000126_src:000634,time:4458501,execs:248276,op:run-havoc,rep:4] [time 4458501]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000127] [file memory/input/pos_000127_src:000671+000100,time:4468326,execs:248839,op:run-splice,rep:8] [time 4468326]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000128] [file memory/input/pos_000128_src:000646,time:4472860,execs:249075,op:run-havoc,rep:2] [time 4472860]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000129] [file memory/input/pos_000129_src:000646,time:4473120,execs:249099,op:run-havoc,rep:4] [time 4473120]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000130] [file memory/input/pos_000130_src:000641,time:4478181,execs:249466,op:run-havoc,rep:2] [time 4478181]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000131] [file memory/input/pos_000131_src:000641+000540,time:4486956,execs:249670,op:run-splice,rep:2] [time 4486956]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000132] [file memory/input/pos_000132_src:000637,time:4496920,execs:249896,op:run-havoc,rep:8] [time 4496920]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000133] [file memory/input/pos_000133_src:000637+000027,time:4498332,execs:249959,op:run-splice,rep:8] [time 4498332]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000134] [file memory/input/pos_000134_src:000637+000317,time:4501377,execs:250043,op:run-splice,rep:4] [time 4501377]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000135] [file memory/input/pos_000135_src:000637+000317,time:4501459,execs:250045,op:run-splice,rep:2] [time 4501460]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000136] [file memory/input/pos_000136_src:000686,time:4509532,execs:250264,op:run-havoc,rep:2] [time 4509532]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000137] [file memory/input/pos_000137_src:000605,time:4526512,execs:250941,op:run-havoc,rep:2] [time 4526513]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000138] [file memory/input/pos_000138_src:000631,time:4533178,execs:251289,op:run-havoc,rep:2] [time 4533179]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000139] [file memory/input/pos_000139_src:000631,time:4534249,execs:251321,op:run-havoc,rep:2] [time 4534251]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000140] [file memory/input/pos_000140_src:000644+000387,time:4551893,execs:251773,op:run-splice,rep:4] [time 4551893]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000141] [file memory/input/pos_000141_src:000644+000702,time:4553404,execs:251807,op:run-splice,rep:4] [time 4553404]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000142] [file memory/input/pos_000142_src:000645,time:4563896,execs:252314,op:run-havoc,rep:2] [time 4563896]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000143] [file memory/input/pos_000143_src:000642,time:4567190,execs:252541,op:run-havoc,rep:2] [time 4567190]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000144] [file memory/input/pos_000144_src:000672,time:4572494,execs:252816,op:run-havoc,rep:2] [time 4572494]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000145] [file memory/input/pos_000145_src:000672+000551,time:4574089,execs:252881,op:run-splice,rep:4] [time 4574089]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000146] [file memory/input/pos_000146_src:000601,time:4592309,execs:253633,op:run-havoc,rep:2] [time 4592309]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000147] [file memory/input/pos_000147_src:000601,time:4592562,execs:253653,op:run-havoc,rep:2] [time 4592562]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000148] [file memory/input/pos_000148_src:000601,time:4592908,execs:253678,op:run-havoc,rep:2] [time 4592908]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000149] [file memory/input/pos_000149_src:000601,time:4593165,execs:253683,op:run-havoc,rep:4] [time 4593165]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000150] [file memory/input/pos_000150_src:000601,time:4593424,execs:253690,op:run-havoc,rep:2] [time 4593427]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000151] [file memory/input/pos_000151_src:000608,time:4595716,execs:253897,op:run-havoc,rep:2] [time 4595716]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000152] [file memory/input/pos_000152_src:000583,time:4599164,execs:254197,op:run-havoc,rep:4] [time 4599164]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000153] [file memory/input/pos_000153_src:000677,time:4602564,execs:254437,op:run-havoc,rep:2] [time 4602565]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000154] [file memory/input/pos_000154_src:000640,time:4609975,execs:254693,op:run-havoc,rep:4] [time 4609975]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000155] [file memory/input/pos_000155_src:000640,time:4611576,execs:254703,op:run-havoc,rep:4] [time 4611576]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000156] [file memory/input/pos_000156_src:000640+000209,time:4612877,execs:254719,op:run-splice,rep:2] [time 4612877]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000157] [file memory/input/pos_000157_src:000588,time:4616361,execs:255088,op:run-havoc,rep:4] [time 4616361]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000158] [file memory/input/pos_000158_src:000588,time:4616643,execs:255100,op:run-havoc,rep:2] [time 4616643]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000159] [file memory/input/pos_000159_src:000727,time:4712187,execs:264911,op:run-havoc,rep:2] [time 4712187]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000160] [file memory/input/pos_000160_src:000727,time:4712557,execs:264934,op:run-havoc,rep:4] [time 4712557]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000161] [file memory/input/pos_000161_src:000727,time:4712709,execs:264936,op:run-havoc,rep:2] [time 4712709]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000162] [file memory/input/pos_000162_src:000727,time:4714293,execs:265036,op:run-havoc,rep:4] [time 4714293]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000163] [file memory/input/pos_000163_src:000727,time:4714567,execs:265059,op:run-havoc,rep:2] [time 4714567]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000164] [file memory/input/pos_000164_src:000727,time:4716438,execs:265147,op:run-havoc,rep:2] [time 4716438]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000165] [file memory/input/pos_000165_src:000727,time:4718831,execs:265278,op:run-havoc,rep:4] [time 4718831]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000166] [file memory/input/pos_000166_src:000727,time:4719721,execs:265343,op:run-havoc,rep:2] [time 4719721]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000167] [file memory/input/pos_000167_src:000727,time:4725508,execs:265658,op:run-havoc,rep:2] [time 4725508]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000168] [file memory/input/pos_000168_src:000727,time:4725998,execs:265678,op:run-havoc,rep:2] [time 4725998]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000169] [file memory/input/pos_000169_src:000727+000782,time:4741009,execs:266818,op:run-splice,rep:2] [time 4741009]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000170] [file memory/input/pos_000170_src:000778,time:4742128,execs:266995,op:run-havoc,rep:2] [time 4742128]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000171] [file memory/input/pos_000171_src:000778,time:4749021,execs:267317,op:run-havoc,rep:2] [time 4749021]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000172] [file memory/input/pos_000172_src:000778,time:4752774,execs:267471,op:run-havoc,rep:2] [time 4752774]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000173] [file memory/input/pos_000173_src:000778,time:4756904,execs:267668,op:run-havoc,rep:4] [time 4756904]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000174] [file memory/input/pos_000174_src:000778,time:4757234,execs:267686,op:run-havoc,rep:8] [time 4757234]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000175] [file memory/input/pos_000175_src:000778,time:4757312,execs:267688,op:run-havoc,rep:4] [time 4757317]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000176] [file memory/input/pos_000176_src:000778,time:4758072,execs:267711,op:run-havoc,rep:8] [time 4758072]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000177] [file memory/input/pos_000177_src:000778,time:4760589,execs:267926,op:run-havoc,rep:2] [time 4760589]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000178] [file memory/input/pos_000178_src:000778,time:4765565,execs:268105,op:run-havoc,rep:2] [time 4765565]
aflrun_seed_59/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000179] [file memory/input/pos_000179_src:000778,time:4766246,execs:268141,op:run-havoc,rep:2] [time 4766246]
